champion,picked,side,order,team,enemy,game,position,player,fb,kills,deaths,assists,date,won,time,penta,stage,region
PYKE,False,R,5,WBG,MAD,2,BAN,BAN,False,0,0,0,2023-10-26,True,00:28:55,0,SWISS,CN
KAI'SA,True,B,1,DK,GAM,1,ADC,DEFT,True,6,0,3,2023-10-27,True,00:26:22,0,SWISS,KR
K'SANTE,True,B,2,DK,GAM,1,TOP,CANNA,False,0,0,4,2023-10-27,True,00:26:22,0,SWISS,KR
LEE SIN,True,B,3,DK,GAM,1,JUNGLE,CANYON,False,1,0,3,2023-10-27,True,00:26:22,0,SWISS,KR
RELL,True,B,4,DK,GAM,1,SUPPORT,KELLIN,False,0,1,7,2023-10-27,True,00:26:22,0,SWISS,KR
SYLAS,True,B,5,DK,GAM,1,MID,SHOWMAKER,False,3,0,4,2023-10-27,True,00:26:22,0,SWISS,KR
RUMBLE,True,R,1,GAM,DK,1,TOP,KIAYA,False,0,2,1,2023-10-27,False,00:26:22,0,SWISS,VN
JARVAN IV,True,R,2,GAM,DK,1,JUNGLE,LEVI,False,0,2,1,2023-10-27,False,00:26:22,0,SWISS,VN
ORIANA,True,R,3,GAM,DK,1,MID,KATI,False,0,2,1,2023-10-27,False,00:26:22,0,SWISS,VN
RAKAN,True,R,4,GAM,DK,1,SUPPORT,PALETTE,False,0,2,1,2023-10-27,False,00:26:22,0,SWISS,VN
ZERI,True,R,5,GAM,DK,1,ADC,SLAYDER,False,1,2,0,2023-10-27,False,00:26:22,0,SWISS,VN
MAOKAI,False,B,1,DK,GAM,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:26:22,0,SWISS,KR
WUKONG,False,B,2,DK,GAM,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:26:22,0,SWISS,KR
KALISTA,False,B,3,DK,GAM,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:26:22,0,SWISS,KR
APHELIOS,False,B,4,DK,GAM,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:26:22,0,SWISS,KR
RENATA,False,B,5,DK,GAM,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:26:22,0,SWISS,KR
CAITLYN,False,R,1,GAM,DK,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:26:22,0,SWISS,VN
ALISTAR,False,R,2,GAM,DK,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:26:22,0,SWISS,VN
XAYAH,False,R,3,GAM,DK,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:26:22,0,SWISS,VN
NEEKO,False,R,4,GAM,DK,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:26:22,0,SWISS,VN
AZIR,False,R,5,GAM,DK,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:26:22,0,SWISS,VN
KAI'SA,True,B,1,GAM,DK,2,ADC,SLAYDER,False,1,2,1,2023-10-27,False,00:25:48,0,SWISS,VN
K'SANTE,True,B,2,GAM,DK,2,TOP,KIAYA,False,1,6,3,2023-10-27,False,00:25:48,0,SWISS,VN
NAUTILUS,True,B,3,GAM,DK,2,SUPPORT,PALETTE,False,0,6,2,2023-10-27,False,00:25:48,0,SWISS,VN
NOCTURNE,True,B,4,GAM,DK,2,JUNGLE,LEVI,True,2,4,2,2023-10-27,False,00:25:48,0,SWISS,VN
AKALI,True,B,5,GAM,DK,2,MID,KATI,False,1,2,3,2023-10-27,False,00:25:48,0,SWISS,VN
RUMBLE,True,R,1,DK,GAM,2,TOP,CANNA,False,3,2,11,2023-10-27,True,00:25:48,0,SWISS,KR
RELL,True,R,2,DK,GAM,2,SUPPORT,KELLIN,False,0,1,19,2023-10-27,True,00:25:48,0,SWISS,KR
LEE SIN,True,R,3,DK,GAM,2,JUNGLE,CANYON,False,2,1,12,2023-10-27,True,00:25:48,0,SWISS,KR
SIVIR,True,R,4,DK,GAM,2,ADC,DEFT,False,9,1,9,2023-10-27,True,00:25:48,0,SWISS,KR
AHRI,True,R,5,DK,GAM,2,MID,SHOWMAKER,False,6,0,9,2023-10-27,True,00:25:48,0,SWISS,KR
CAITLYN,False,B,1,GAM,DK,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:25:48,0,SWISS,VN
ALISTAR,False,B,2,GAM,DK,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:25:48,0,SWISS,VN
RENATA,False,B,3,GAM,DK,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:25:48,0,SWISS,VN
APHELIOS,False,B,4,GAM,DK,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:25:48,0,SWISS,VN
NEEKO,False,B,5,GAM,DK,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:25:48,0,SWISS,VN
MAOKAI,False,R,1,DK,GAM,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:25:48,0,SWISS,KR
XAYAH,False,R,2,DK,GAM,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:25:48,0,SWISS,KR
KALISTA,False,R,3,DK,GAM,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:25:48,0,SWISS,KR
WUKONG,False,R,4,DK,GAM,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:25:48,0,SWISS,KR
VI,False,R,5,DK,GAM,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:25:48,0,SWISS,KR
MAOKAI,True,B,1,KT,LNG,1,JUNGLE,CUZZ,False,0,2,9,2023-10-27,False,00:35:27,0,SWISS,KR
K'SANTE,True,B,2,KT,LNG,1,TOP,KIIN,False,1,4,2,2023-10-27,False,00:35:27,0,SWISS,KR
JAYCE,True,B,3,KT,LNG,1,MID,BDD,False,3,2,5,2023-10-27,False,00:35:27,0,SWISS,KR
JINX,True,B,4,KT,LNG,1,ADC,AIMING,False,4,2,4,2023-10-27,False,00:35:27,0,SWISS,KR
ALISTAR,True,B,5,KT,LNG,1,SUPPORT,LEHENDS,True,1,3,6,2023-10-27,False,00:35:27,0,SWISS,KR
JARVAN IV,True,R,1,LNG,KT,1,JUNGLE,TARZAN,False,1,3,10,2023-10-27,True,00:35:27,0,SWISS,CN
APHELIOS,True,R,2,LNG,KT,1,ADC,GALA,False,8,0,3,2023-10-27,True,00:35:27,0,SWISS,CN
NEEKO,True,R,3,LNG,KT,1,MID,SCOUT,False,3,3,6,2023-10-27,True,00:35:27,0,SWISS,CN
JAX,True,R,4,LNG,KT,1,TOP,ZIKA,False,1,2,2,2023-10-27,True,00:35:27,0,SWISS,CN
RENATA,True,R,5,LNG,KT,1,SUPPORT,HANG,False,0,1,11,2023-10-27,True,00:35:27,0,SWISS,CN
KALISTA,False,B,1,KT,LNG,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:35:27,0,SWISS,KR
KAI'SA,False,B,2,KT,LNG,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:35:27,0,SWISS,KR
ORIANA,False,B,3,KT,LNG,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:35:27,0,SWISS,KR
RAKAN,False,B,4,KT,LNG,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:35:27,0,SWISS,KR
NAUTILUS,False,B,5,KT,LNG,1,BAN,BAN,False,0,0,0,2023-10-27,False,00:35:27,0,SWISS,KR
XAYAH,False,R,1,LNG,KT,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:35:27,0,SWISS,CN
RUMBLE,False,R,2,LNG,KT,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:35:27,0,SWISS,CN
AZIR,False,R,3,LNG,KT,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:35:27,0,SWISS,CN
ZERI,False,R,4,LNG,KT,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:35:27,0,SWISS,CN
VARUS,False,R,5,LNG,KT,1,BAN,BAN,False,0,0,0,2023-10-27,True,00:35:27,0,SWISS,CN
KAI'SA,True,B,1,KT,LNG,2,ADC,AIMING,False,7,0,4,2023-10-27,True,00:32:31,0,SWISS,KR
NAUTILUS,True,B,2,KT,LNG,2,SUPPORT,LEHENDS,False,0,1,9,2023-10-27,True,00:32:31,0,SWISS,KR
TALIYAH,True,B,3,KT,LNG,2,MID,BDD,False,4,0,7,2023-10-27,True,00:32:31,0,SWISS,KR
RENEKTON,True,B,4,KT,LNG,2,TOP,KIIN,False,1,2,2,2023-10-27,True,00:32:31,0,SWISS,KR
SEJUANI,True,B,5,KT,LNG,2,JUNGLE,CUZZ,False,2,0,7,2023-10-27,True,00:32:31,0,SWISS,KR
JAX,True,R,1,LNG,KT,2,TOP,ZIKA,True,2,1,1,2023-10-27,False,00:32:31,0,SWISS,CN
AZIR,True,R,2,LNG,KT,2,MID,SCOUT,False,1,2,1,2023-10-27,False,00:32:31,0,SWISS,CN
JARVAN IV,True,R,3,LNG,KT,2,JUNGLE,TARZAN,False,0,4,1,2023-10-27,False,00:32:31,0,SWISS,CN
LEONA,True,R,4,LNG,KT,2,SUPPORT,HANG,False,0,4,0,2023-10-27,False,00:32:31,0,SWISS,CN
SIVIR,True,R,5,LNG,KT,2,ADC,GALA,False,0,3,1,2023-10-27,False,00:32:31,0,SWISS,CN
MAOKAI,False,B,1,KT,LNG,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:32:31,0,SWISS,KR
RENATA,False,B,2,KT,LNG,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:32:31,0,SWISS,KR
TRISTANA,False,B,3,KT,LNG,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:32:31,0,SWISS,KR
ALISTAR,False,B,4,KT,LNG,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:32:31,0,SWISS,KR
RAKAN,False,B,5,KT,LNG,2,BAN,BAN,False,0,0,0,2023-10-27,True,00:32:31,0,SWISS,KR
XAYAH,False,R,1,LNG,KT,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:32:31,0,SWISS,CN
RUMBLE,False,R,2,LNG,KT,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:32:31,0,SWISS,CN
NEEKO,False,R,3,LNG,KT,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:32:31,0,SWISS,CN
VIEGO,False,R,4,LNG,KT,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:32:31,0,SWISS,CN
VI,False,R,5,LNG,KT,2,BAN,BAN,False,0,0,0,2023-10-27,False,00:32:31,0,SWISS,CN
KAI'SA,True,B,1,LNG,KT,3,ADC,GALA,False,5,1,8,2023-10-27,True,00:24:17,0,SWISS,CN
RAKAN,True,B,2,LNG,KT,3,SUPPORT,HANG,False,0,1,14,2023-10-27,True,00:24:17,0,SWISS,CN
RENEKTON,True,B,3,LNG,KT,3,TOP,ZIKA,False,3,1,10,2023-10-27,True,00:24:17,0,SWISS,CN
WUKONG,True,B,4,LNG,KT,3,JUNGLE,TARZAN,False,1,0,7,2023-10-27,True,00:24:17,0,SWISS,CN
ORIANA,True,B,5,LNG,KT,3,MID,SCOUT,False,7,1,7,2023-10-27,True,00:24:17,0,SWISS,CN
AZIR,True,R,1,KT,LNG,3,MID,BDD,False,1,4,1,2023-10-27,False,00:24:17,0,SWISS,KR
ALISTAR,True,R,2,KT,LNG,3,SUPPORT,LEHENDS,False,0,3,2,2023-10-27,False,00:24:17,0,SWISS,KR
APHELIOS,True,R,3,KT,LNG,3,ADC,AIMING,False,2,5,1,2023-10-27,False,00:24:17,0,SWISS,KR
VI,True,R,4,KT,LNG,3,JUNGLE,CUZZ,True,1,3,1,2023-10-27,False,00:24:17,0,SWISS,KR
ORNN,True,R,5,KT,LNG,3,TOP,KINN,False,0,1,3,2023-10-27,False,00:24:17,0,SWISS,KR
RUMBLE,False,B,1,LNG,KT,3,BAN,BAN,False,0,0,0,2023-10-27,True,00:24:17,0,SWISS,CN
NEEKO,False,B,2,LNG,KT,3,BAN,BAN,False,0,0,0,2023-10-27,True,00:24:17,0,SWISS,CN
ZERI,False,B,3,LNG,KT,3,BAN,BAN,False,0,0,0,2023-10-27,True,00:24:17,0,SWISS,CN
POPPY,False,B,4,LNG,KT,3,BAN,BAN,False,0,0,0,2023-10-27,True,00:24:17,0,SWISS,CN
JAX,False,B,5,LNG,KT,3,BAN,BAN,False,0,0,0,2023-10-27,True,00:24:17,0,SWISS,CN
MAOKAI,False,R,1,KT,LNG,3,BAN,BAN,False,0,0,0,2023-10-27,False,00:24:17,0,SWISS,KR
XAYAH,False,R,2,KT,LNG,3,BAN,BAN,False,0,0,0,2023-10-27,False,00:24:17,0,SWISS,KR
RENATA,False,R,3,KT,LNG,3,BAN,BAN,False,0,0,0,2023-10-27,False,00:24:17,0,SWISS,KR
SYLAS,False,R,4,KT,LNG,3,BAN,BAN,False,0,0,0,2023-10-27,False,00:24:17,0,SWISS,KR
JARVAN IV,False,R,5,KT,LNG,3,BAN,BAN,False,0,0,0,2023-10-27,False,00:24:17,0,SWISS,KR
NEEKO,True,B,1,NRG,G2,1,MID,PALAFOX,False,3,2,14,2023-10-28,True,00:31:00,0,SWISS,
K'SANTE,True,B,2,NRG,G2,1,TOP,DHOKLA,False,6,0,8,2023-10-28,True,00:31:00,0,SWISS,
VI,True,B,3,NRG,G2,1,JUNGLE,CONTRACTZ,False,8,0,9,2023-10-28,True,00:31:00,0,SWISS,
SENNA,True,B,4,NRG,G2,1,ADC,FBI,False,5,1,15,2023-10-28,True,00:31:00,0,SWISS,
TAHM KENCH,True,B,5,NRG,G2,1,SUPPORT,IGNAR,False,1,0,15,2023-10-28,True,00:31:00,0,SWISS,
KAI'SA,True,R,1,G2,NRG,1,ADC,HANS SAMA,False,0,4,1,2023-10-28,False,00:31:00,0,SWISS,EMEA
RELL,True,R,2,G2,NRG,1,SUPPORT,MIKYX,False,0,8,2,2023-10-28,False,00:31:00,0,SWISS,EMEA
SYNDRA,True,R,3,G2,NRG,1,MID,CAPS,True,3,4,0,2023-10-28,False,00:31:00,0,SWISS,EMEA
JAX,True,R,4,G2,NRG,1,TOP,BROKENBLADE,False,0,4,1,2023-10-28,False,00:31:00,0,SWISS,EMEA
BEL'VETH,True,R,5,G2,NRG,1,JUNGLE,YIKE,False,0,3,3,2023-10-28,False,00:31:00,0,SWISS,EMEA
DRAVEN,False,B,1,NRG,G2,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:31:00,0,SWISS,
KALISTA,False,B,2,NRG,G2,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:31:00,0,SWISS,
TRISTANA,False,B,3,NRG,G2,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:31:00,0,SWISS,
OLAF,False,B,4,NRG,G2,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:31:00,0,SWISS,
VIEGO,False,B,5,NRG,G2,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:31:00,0,SWISS,
XAYAH,False,R,1,G2,NRG,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:31:00,0,SWISS,EMEA
ORIANA,False,R,2,G2,NRG,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:31:00,0,SWISS,EMEA
ALISTAR,False,R,3,G2,NRG,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:31:00,0,SWISS,EMEA
RAKAN,False,R,4,G2,NRG,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:31:00,0,SWISS,EMEA
RENATA,False,R,5,G2,NRG,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:31:00,0,SWISS,EMEA
XAYAH,True,B,1,G2,NRG,2,ADC,HANS SAMA,False,4,3,2,2023-10-28,False,00:28:27,0,SWISS,EMEA
POPPY,True,B,2,G2,NRG,2,JUNGLE,YIKE,False,2,3,3,2023-10-28,False,00:28:27,0,SWISS,EMEA
AZIR,True,B,3,G2,NRG,2,MID,CAPS,False,1,6,3,2023-10-28,False,00:28:27,0,SWISS,EMEA
NAUTILUS,True,B,4,G2,NRG,2,SUPPORT,MIKYX,False,0,6,6,2023-10-28,False,00:28:27,0,SWISS,EMEA
ORNN,True,B,5,G2,NRG,2,TOP,BROKENBLADE,False,0,2,6,2023-10-28,False,00:28:27,0,SWISS,EMEA
RAKAN,True,R,1,NRG,G2,2,SUPPORT,IGNAR,False,0,1,16,2023-10-28,True,00:28:27,0,SWISS,
JARVAN IV,True,R,2,NRG,G2,2,JUNGLE,CONTRACTZ,True,7,3,8,2023-10-28,True,00:28:27,0,SWISS,
RUMBLE,True,R,3,NRG,G2,2,TOP,DHOKLA,False,5,0,9,2023-10-28,True,00:28:27,0,SWISS,
TALIYAH,True,R,4,NRG,G2,2,MID,PALAFOX,False,2,1,11,2023-10-28,True,00:28:27,0,SWISS,
SIVIR,True,R,5,NRG,G2,2,ADC,FBI,False,6,2,7,2023-10-28,True,00:28:27,0,SWISS,
SENNA,False,B,1,G2,NRG,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:27,0,SWISS,EMEA
MAOKAI,False,B,2,G2,NRG,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:27,0,SWISS,EMEA
ORIANA,False,B,3,G2,NRG,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:27,0,SWISS,EMEA
NEEKO,False,B,4,G2,NRG,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:27,0,SWISS,EMEA
APHELIOS,False,B,5,G2,NRG,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:27,0,SWISS,EMEA
DRAVEN,False,R,1,NRG,G2,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:27,0,SWISS,
KALISTA,False,R,2,NRG,G2,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:27,0,SWISS,
VIEGO,False,R,3,NRG,G2,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:27,0,SWISS,
K'SANTE,False,R,4,NRG,G2,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:27,0,SWISS,
JAX,False,R,5,NRG,G2,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:27,0,SWISS,
JARVAN IV,True,B,1,T1,BLG,1,JUNGLE,ONER,False,1,1,7,2023-10-28,True,00:28:41,0,SWISS,KR
AZIR,True,B,2,T1,BLG,1,MID,FAKER,False,3,0,5,2023-10-28,True,00:28:41,0,SWISS,KR
GNAR,True,B,3,T1,BLG,1,TOP,ZEUS,False,3,1,2,2023-10-28,True,00:28:41,0,SWISS,KR
SENNA,True,B,4,T1,BLG,1,ADC,GUMAYUSI,True,4,0,4,2023-10-28,True,00:28:41,0,SWISS,KR
TAHM KENCH,True,B,5,T1,BLG,1,SUPPORT,KERIA,False,2,1,8,2023-10-28,True,00:28:41,0,SWISS,KR
ORIANA,True,R,1,BLG,T1,1,MID,YAGAO,False,0,2,1,2023-10-28,False,00:28:41,0,SWISS,CN
RENEKTON,True,R,2,BLG,T1,1,TOP,BIN,False,0,3,1,2023-10-28,False,00:28:41,0,SWISS,CN
RELL,True,R,3,BLG,T1,1,SUPPORT,ON,False,1,2,2,2023-10-28,False,00:28:41,0,SWISS,CN
KAI'SA,True,R,4,BLG,T1,1,ADC,ELK,False,2,3,1,2023-10-28,False,00:28:41,0,SWISS,CN
NIDALEE,True,R,5,BLG,T1,1,JUNGLE,XUN,False,0,3,3,2023-10-28,False,00:28:41,0,SWISS,CN
MAOKAI,False,B,1,T1,BLG,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:41,0,SWISS,KR
NEEKO,False,B,2,T1,BLG,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:41,0,SWISS,KR
JAX,False,B,3,T1,BLG,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:41,0,SWISS,KR
RAKAN,False,B,4,T1,BLG,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:41,0,SWISS,KR
SEJUANI,False,B,5,T1,BLG,1,BAN,BAN,False,0,0,0,2023-10-28,True,00:28:41,0,SWISS,KR
RUMBLE,False,R,1,BLG,T1,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:41,0,SWISS,CN
XAYAH,False,R,2,BLG,T1,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:41,0,SWISS,CN
RENATA,False,R,3,BLG,T1,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:41,0,SWISS,CN
ALISTAR,False,R,4,BLG,T1,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:41,0,SWISS,CN
CAITLYN,False,R,5,BLG,T1,1,BAN,BAN,False,0,0,0,2023-10-28,False,00:28:41,0,SWISS,CN
XAYAH,True,B,1,BLG,T1,2,ADC,ELK,False,0,4,1,2023-10-28,False,00:30:58,0,SWISS,CN
SYNDRA,True,B,2,BLG,T1,2,MID,YAGAO,False,4,3,0,2023-10-28,False,00:30:58,0,SWISS,CN
JAX,True,B,3,BLG,T1,2,TOP,BIN,False,2,1,0,2023-10-28,False,00:30:58,0,SWISS,CN
ALISTAR,True,B,4,BLG,T1,2,SUPPORT,ON,False,0,5,0,2023-10-28,False,00:30:58,0,SWISS,CN
VI,True,B,5,BLG,T1,2,JUNGLE,XUN,True,0,3,4,2023-10-28,False,00:30:58,0,SWISS,CN
ORIANA,True,R,1,T1,BLG,2,MID,FAKER,False,2,2,12,2023-10-28,True,00:30:58,0,SWISS,KR
JARVAN IV,True,R,2,T1,BLG,2,JUNGLE,ONER,False,3,1,13,2023-10-28,True,00:30:58,0,SWISS,KR
GRAGAS,True,R,3,T1,BLG,2,TOP,ZEUS,False,0,2,5,2023-10-28,True,00:30:58,0,SWISS,KR
JINX,True,R,4,T1,BLG,2,ADC,GUMAYUSI,False,11,0,3,2023-10-28,True,00:30:58,0,SWISS,KR
TAHM KENCH,True,R,5,T1,BLG,2,SUPPORT,KERIA,False,0,1,13,2023-10-28,True,00:30:58,0,SWISS,KR
RENATA,False,B,1,BLG,T1,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:30:58,0,SWISS,CN
AZIR,False,B,2,BLG,T1,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:30:58,0,SWISS,CN
RUMBLE,False,B,3,BLG,T1,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:30:58,0,SWISS,CN
CAITLYN,False,B,4,BLG,T1,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:30:58,0,SWISS,CN
KAI'SA,False,B,5,BLG,T1,2,BAN,BAN,False,0,0,0,2023-10-28,False,00:30:58,0,SWISS,CN
MAOKAI,False,R,1,T1,BLG,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:30:58,0,SWISS,KR
RAKAN,False,R,2,T1,BLG,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:30:58,0,SWISS,KR
NEEKO,False,R,3,T1,BLG,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:30:58,0,SWISS,KR
BLITZCRANK,False,R,4,T1,BLG,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:30:58,0,SWISS,KR
SEJUANI,False,R,5,T1,BLG,2,BAN,BAN,False,0,0,0,2023-10-28,True,00:30:58,0,SWISS,KR
AZIR,True,B,1,KT,DK,1,MID,BDD,False,2,2,4,2023-10-29,True,00:34:21,0,SWISS,KR
ZERI,True,B,2,KT,DK,1,ADC,AIMING,False,7,0,7,2023-10-29,True,00:34:21,0,SWISS,KR
NAUTILUS,True,B,3,KT,DK,1,SUPPORT,LEHENDS,False,0,3,7,2023-10-29,True,00:34:21,0,SWISS,KR
RYZE,True,B,4,KT,DK,1,TOP,KIIN,False,4,1,9,2023-10-29,True,00:34:21,0,SWISS,KR
VIEGO,True,B,5,KT,DK,1,JUNGLE,CUZZ,False,2,3,6,2023-10-29,True,00:34:21,0,SWISS,KR
APHELIOS,True,R,1,DK,KT,1,ADC,DEFT,True,1,3,5,2023-10-29,False,00:34:21,0,SWISS,KR
RUMBLE,True,R,2,DK,KT,1,TOP,CANNA,False,3,3,4,2023-10-29,False,00:34:21,0,SWISS,KR
JARVAN IV,True,R,3,DK,KT,1,JUNGLE,CANYON,False,1,3,5,2023-10-29,False,00:34:21,0,SWISS,KR
RELL,True,R,4,DK,KT,1,SUPPORT,KELLIN,False,1,3,7,2023-10-29,False,00:34:21,0,SWISS,KR
NEEKO,True,R,5,DK,KT,1,MID,SHOWMAKER,False,3,3,5,2023-10-29,False,00:34:21,0,SWISS,KR
RENATA,False,B,1,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-29,True,00:34:21,0,SWISS,KR
LEE SIN,False,B,2,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-29,True,00:34:21,0,SWISS,KR
KALISTA,False,B,3,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-29,True,00:34:21,0,SWISS,KR
ALISTAR,False,B,4,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-29,True,00:34:21,0,SWISS,KR
ORIANA,False,B,5,KT,DK,1,BAN,BAN,False,0,0,0,2023-10-29,True,00:34:21,0,SWISS,KR
MAOKAI,False,R,1,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-29,False,00:34:21,0,SWISS,KR
XAYAH,False,R,2,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-29,False,00:34:21,0,SWISS,KR
KAI'SA,False,R,3,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-29,False,00:34:21,0,SWISS,KR
SEJUANI,False,R,4,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-29,False,00:34:21,0,SWISS,KR
K'SANTE,False,R,5,DK,KT,1,BAN,BAN,False,0,0,0,2023-10-29,False,00:34:21,0,SWISS,KR
JARVAN IV,True,B,1,DK,KT,2,JUNGLE,CANYON,False,4,3,9,2023-10-29,False,00:43:21,0,SWISS,KR
APHELIOS,True,B,2,DK,KT,2,ADC,DEFT,False,6,2,7,2023-10-29,False,00:43:21,0,SWISS,KR
ALISTAR,True,B,3,DK,KT,2,SUPPORT,KELLIN,True,1,4,10,2023-10-29,False,00:43:21,0,SWISS,KR
AHRI,True,B,4,DK,KT,2,MID,SHOWMAKER,False,2,3,7,2023-10-29,False,00:43:21,0,SWISS,KR
RENEKTON,True,B,5,DK,KT,2,TOP,CANNA,False,2,3,7,2023-10-29,False,00:43:21,0,SWISS,KR
NEEKO,True,R,1,KT,DK,2,MID,BDD,False,3,3,8,2023-10-29,True,00:43:21,0,SWISS,KR
ZERI,True,R,2,KT,DK,2,ADC,AIMING,False,8,1,6,2023-10-29,True,00:43:21,0,SWISS,KR
NAUTILUS,True,R,3,KT,DK,2,SUPPORT,LEHENDS,False,0,6,10,2023-10-29,True,00:43:21,0,SWISS,KR
VIEGO,True,R,4,KT,DK,2,JUNGLE,CUZZ,False,1,2,10,2023-10-29,True,00:43:21,0,SWISS,KR
GNAR,True,R,5,KT,DK,2,TOP,KIIN,False,3,3,8,2023-10-29,True,00:43:21,0,SWISS,KR
MAOKAI,False,B,1,DK,KT,2,BAN,BAN,False,0,0,0,2023-10-29,False,00:43:21,0,SWISS,KR
KAI'SA,False,B,2,DK,KT,2,BAN,BAN,False,0,0,0,2023-10-29,False,00:43:21,0,SWISS,KR
RUMBLE,False,B,3,DK,KT,2,BAN,BAN,False,0,0,0,2023-10-29,False,00:43:21,0,SWISS,KR
VI,False,B,4,DK,KT,2,BAN,BAN,False,0,0,0,2023-10-29,False,00:43:21,0,SWISS,KR
SEJUANI,False,B,5,DK,KT,2,BAN,BAN,False,0,0,0,2023-10-29,False,00:43:21,0,SWISS,KR
XAYAH,False,R,1,KT,DK,2,BAN,BAN,False,0,0,0,2023-10-29,True,00:43:21,0,SWISS,KR
KALISTA,False,R,2,KT,DK,2,BAN,BAN,False,0,0,0,2023-10-29,True,00:43:21,0,SWISS,KR
LEE SIN,False,R,3,KT,DK,2,BAN,BAN,False,0,0,0,2023-10-29,True,00:43:21,0,SWISS,KR
AZIR,False,R,4,KT,DK,2,BAN,BAN,False,0,0,0,2023-10-29,True,00:43:21,0,SWISS,KR
